Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,SI,SI,SI,SI,SI,SI,SI,--,SI
BUENOS AIRES,General La Madrid,General La Madrid,SI,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General La Madrid,La Colina,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,General La Madrid,Las Martinetas,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,General La Madrid,Líbano,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,General La Madrid,Pontaut,--,--,--,--,--,SI,--,--,--
BUENOS AIRES,General Las Heras,General Hornos,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Navarro,Navarro,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Navarro,Villa Moll (Est. Moll),--,--,--,SI,--,--,SI,SI,--
BUENOS AIRES,Necochea,Claraz,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Necochea,Costa Bonita,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Necochea,Energía,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Necochea,Juan N. Fernández,SI,--,--,--,SI,SI,SI,SI,SI
BUENOS AIRES,Necochea,Necochea - Quequén,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Necochea,Nicanor Olivera (Est. La Dulce),SI,--,SI,--,--,SI,SI,SI,--
BUENOS AIRES,Necochea,Ramón Santamarina,--,--,--,--,SI,SI,SI,--,--
BUENOS AIRES,Olavarría,Blancagrande,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Olavarría,Colonia Hinojo,--,--,--,--,SI,--,--,SI,--
BUENOS AIRES,Olavarría,Colonia Nievas,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Olavarría,Colonia San Miguel,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Olavarría,Espigas,--,--,--,--,--,--,SI,--,--
CABA,COMUNA 11,VILLA SANTA RITA,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Río Primero,Capilla de los Remedios,--,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Primero,Chalacea,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Colonia Las Cuatro Esquinas,--,--,--,--,--,--,SI,--,--
CORDOBA,Río Primero,Diego de Rojas,--,--,--,SI,SI,--,SI,--,--
CORDOBA,Río Primero,El Alcalde (Est. Tala Norte),--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,El Crispín,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Esquina,--,--,--,SI,SI,--,SI,--,SI
CORDOBA,Río Primero,Kilómetro 658,--,--,--,--,--,--,SI,--,--
CORDOBA,Río Primero,La Para,--,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,Río Primero,La Posta,--,--,--,--,--,--,SI,--,--
CORDOBA,Río Primero,La Puerta,--,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Primero,La Quinta,--,--,--,--,--,--,SI,SI,--
CORDOBA,Río Primero,Las Gramillas,--,--,--,--,SI,--,SI,--,--
CORDOBA,Río Primero,Las Saladas,--,--,--,--,--,--,SI,--,--
CORDOBA,Río Primero,Maquinista Gallini,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Monte del Rosario,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Montecristo,SI,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Río Primero,Obispo Trejo,--,--,--,--,SI,SI,--,--,--
CORDOBA,Río Primero,Piquillín,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Primero,Plaza de Mercedes,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Pueblo Comechingones,--,--,--,--,SI,--,SI,--,--
CORDOBA,Río Primero,Río Primero,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Primero,Sagrada Familia,--,--,--,--,--,--,--,--,--
CORDOBA,Río Primero,Santa Rosa de Río Primero,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Primero,Villa Fontana,--,--,--,SI,SI,--,SI,SI,--
ENTRE RIOS,Paraná,Colonia Avellaneda,SI,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Colonia Crespo,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Paraná,Colonia Merou,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Paraná,Crespo,SI,SI,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Paraná,El Palenque,--,--,--,--,SI,--,SI,SI,--
ENTRE RIOS,Paraná,El Pingo,--,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,El Ramblón,--,--,--,--,SI,--,--,--,--
ENTRE RIOS,Paraná,El Ramblón,--,--,--,--,SI,--,--,SI,--
ENTRE RIOS,Paraná,Hasenkamp,--,SI,--,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Paraná,Hernandarias,--,SI,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,La Picada,SI,--,--,SI,SI,SI,SI,--,--
ENTRE RIOS,Paraná,Las Tunas,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Paraná,María Grande,--,SI,SI,SI,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Oro Verde,SI,SI,--,--,SI,SI,SI,SI,--
JUJUY,Yavi,Barrios,--,--,--,SI,--,--,--,--,--
JUJUY,Yavi,Cangrejillos,--,--,--,SI,--,--,--,--,--
JUJUY,Yavi,El Cóndor,--,--,--,--,--,--,SI,--,--
JUJUY,Yavi,La Intermedia,--,--,--,SI,--,--,--,--,--
JUJUY,Yavi,La Quiaca,SI,--,--,SI,SI,--,SI,SI,SI
JUJUY,Yavi,Llulluchayoc,--,--,--,--,--,--,--,--,--
JUJUY,Yavi,Pumahuasi,--,--,--,SI,SI,--,--,--,--
JUJUY,Yavi,San Jose,--,--,--,--,--,--,--,--,--
JUJUY,Yavi,Yavi,--,--,--,--,--,--,--,--,SI
JUJUY,Yavi,Yavi Chico,--,--,--,SI,--,--,--,--,--
LA PAMPA,Atreucó,Doblas,--,SI,--,SI,--,--,SI,SI,SI
LA PAMPA,Atreucó,Macachín,--,--,--,SI,SI,--,SI,SI,SI
LA PAMPA,Atreucó,Miguel Riglos,--,--,--,SI,SI,--,SI,SI,SI
LA PAMPA,Atreucó,Rolón,--,--,--,--,SI,--,SI,SI,SI
LA PAMPA,Atreucó,Tomas M. Anchorena,--,--,SI,--,--,--,SI,SI,SI
LA PAMPA,Caleu Caleu,Anzoategui,--,--,--,--,--,--,--,--,SI
LA PAMPA,Caleu Caleu,La Adela,--,SI,--,--,SI,SI,--,SI,SI
SANTIAGO DEL ESTERO,Choya,Ancaján,--,--,--,--,--,--,--,--,--
MENDOZA,Las Heras,Las Heras,SI,SI,SI,SI,SI,SI,SI,SI,SI
MENDOZA,Las Heras,Los Penitentes,--,--,--,--,--,--,--,--,--
MENDOZA,Las Heras,Panquehua,--,--,--,SI,SI,SI,--,--,--
MENDOZA,Las Heras,Papagayos,--,--,--,--,SI,SI,--,--,SI
MENDOZA,Las Heras,Polvaredas,--,--,--,--,--,--,--,--,--
MENDOZA,Las Heras,Puente del Inca,--,--,--,--,SI,SI,--,--,SI
MENDOZA,Las Heras,Punta de Vacas,--,--,--,--,--,--,--,--,--
MENDOZA,Las Heras,Sierras De Encalada,--,--,--,--,SI,SI,--,--,--
MENDOZA,Las Heras,Uspallata,SI,--,SI,SI,SI,SI,SI,--,--
MENDOZA,Lavalle,3 de Mayo,--,--,--,--,SI,--,SI,SI,--
MENDOZA,Lavalle,Barrio Alto del Olvido,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Barrio Jocolí II,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Barrio La Esperanza,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Barrio La Palmera,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Barrio La Pega,--,--,--,--,--,--,SI,--,--
MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Barrio Los Jarilleros,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Barrio Los Olivos,SI,--,--,--,--,--,SI,--,--
MENDOZA,Lavalle,Barrio Virgen del Rosario,--,--,--,--,--,--,--,--,--
MENDOZA,Lavalle,Costa de Araujo,--,--,--,SI,SI,SI,--,SI,--
SALTA,Cafayate,Cafayate,SI,--,--,SI,SI,SI,SI,SI,SI
SALTA,Cafayate,Tolombón,--,--,--,--,SI,--,--,SI,--
SALTA,Capital,Atocha,--,--,--,SI,SI,SI,SI,SI,--
SALTA,Capital,El Tipal - La Almudena,--,--,--,--,SI,SI,--,SI,SI
SALTA,Capital,La Ciénaga y Barrio San Rafael,--,--,--,--,SI,--,--,SI,--
SALTA,Capital,Las Costas,--,--,--,--,--,SI,--,SI,--
SALTA,Capital,Salta,SI,SI,SI,SI,SI,SI,SI,SI,SI
SALTA,Capital,Villa San Lorenzo,SI,SI,--,SI,SI,SI,SI,SI,SI
SALTA,Cerrillos,Barrio El Congreso,--,--,--,SI,SI,--,--,--,--
SALTA,Cerrillos,Barrio Las Tunas,--,--,--,SI,SI,--,--,--,--
SALTA,Cerrillos,Barrio Los Olmos,--,--,--,--,--,--,--,--,--
SALTA,Cerrillos,Barrio Los Pinares,SI,--,--,SI,--,--,--,SI,--
SANTIAGO DEL ESTERO,Copo,Urutaú,--,--,--,--,SI,--,--,SI,--
BUENOS AIRES,General Las Heras,General Las Heras (Est. Las Heras),SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Las Heras,La Choza,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Las Heras,Lozano,--,--,--,--,--,--,--,--,SI
BUENOS AIRES,General Las Heras,Plomer,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,General Las Heras,Villars,--,SI,SI,SI,--,--,SI,--,--
BUENOS AIRES,General Lavalle,Chacras de San Clemente,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,General Lavalle,General Lavalle,--,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Lavalle,Pavón,--,--,--,SI,SI,SI,--,SI,--
BUENOS AIRES,General Paz,Barrio Río Salado,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Paz,Loma Verde,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,General Paz,Ranchos,SI,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Paz,Villanueva (Ap. Río Salado),--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,General Pinto,Colonia San Ricardo (Est. Iriarte),SI,--,--,--,SI,SI,SI,SI,--
LA RIOJA,Arauco,Termas de Santa Teresita,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Olavarría,Hinojo,SI,--,--,--,SI,SI,SI,--,SI
BUENOS AIRES,Olavarría,Olavarría,SI,SI,SI,SI,SI,SI,SI,--,SI
BUENOS AIRES,Olavarría,Recalde,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,Olavarría,Santa Luisa,--,--,--,--,--,SI,--,--,--
BUENOS AIRES,Olavarría,Sierra Chica,--,SI,--,--,SI,SI,--,--,--
BUENOS AIRES,Olavarría,Sierras Bayas,SI,--,SI,--,--,--,SI,--,--
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,SI,--,--,--,SI,SI,SI,--,--
BUENOS AIRES,Olavarría,Villa Arrieta,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Olavarría,Villa La Serranía,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Patagones,Bahía San Blas,--,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Patagones,Cardenal Cagliero,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Patagones,Carmen de Patagones,SI,--,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Patagones,José B. Casas,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Patagones,Juan A. Pradere,--,SI,--,--,SI,--,--,SI,--
CABA,COMUNA 12,COGHLAN,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Río Segundo,Costasacate,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Impira,--,--,--,--,--,SI,--,--,--
CORDOBA,Río Segundo,Laguna Larga,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Las Junturas,SI,--,--,SI,SI,SI,SI,--,SI
CORDOBA,Río Segundo,Los Chañaritos,SI,--,--,SI,SI,--,--,SI,--
CORDOBA,Río Segundo,Luque,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Manfredi,SI,--,--,SI,SI,SI,SI,--,--
CORDOBA,Río Segundo,Matorrales,--,--,--,--,SI,SI,SI,--,--
CORDOBA,Río Segundo,Oncativo,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Pilar,SI,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Río Segundo,Pozo del Molle,--,SI,--,--,SI,SI,SI,--,--
CORDOBA,Río Segundo,Rincón,--,SI,--,--,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Río Segundo,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Santiago Temple,SI,SI,--,--,SI,SI,SI,SI,SI
ENTRE RIOS,Paraná,Paraná,SI,SI,SI,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Paraná,Pueblo Bellocq (Est. Las Garzas),--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Paraná,Pueblo Brugo,--,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Pueblo General San Martín,--,--,--,--,SI,--,--,--,--
ENTRE RIOS,Paraná,Pueblo Moreno,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Paraná,San Benito,SI,SI,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Sauce Montrull,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Paraná,Sauce Pinto,--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Paraná,Seguí,SI,SI,--,--,SI,SI,SI,SI,SI
ENTRE RIOS,Paraná,Sosa,--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Paraná,Tabossi,--,SI,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Tezanos Pintos,--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Paraná,Viale,SI,SI,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Paraná,Villa Fontana,--,--,--,--,SI,--,SI,--,--
ENTRE RIOS,Paraná,Villa Gobernador Luis F. Etchevehere,--,--,--,--,--,--,SI,--,--
LA RIOJA,Arauco,Villa Mazán,--,--,--,--,--,--,SI,SI,--
LA RIOJA,Capital,La Rioja,SI,SI,SI,SI,SI,SI,SI,SI,SI
LA RIOJA,Castro Barros,Aminga,--,SI,--,SI,--,--,SI,SI,--
LA RIOJA,Castro Barros,Anillaco,--,SI,--,SI,SI,--,SI,--,SI
LA RIOJA,Castro Barros,Anjullón,--,SI,--,SI,--,--,SI,SI,--
LA RIOJA,Castro Barros,Chuquis,--,SI,--,--,--,--,--,--,--
LA RIOJA,Castro Barros,Los Molinos,--,SI,--,--,--,--,--,SI,--
LA RIOJA,Castro Barros,Pinchas,--,SI,--,--,--,--,--,SI,--
LA RIOJA,Castro Barros,San Pedro,--,SI,--,--,--,--,SI,SI,--
LA RIOJA,Castro Barros,Santa Vera Cruz,--,--,--,--,--,--,--,SI,--
LA RIOJA,Chamical,Chamical,SI,SI,--,SI,SI,SI,SI,SI,SI
LA RIOJA,Chamical,Polco,--,--,--,--,--,--,--,--,--
LA RIOJA,Chilecito,Anguinan,--,--,--,--,--,--,--,--,--
LA RIOJA,Chilecito,Chilecito,SI,SI,--,SI,SI,SI,SI,SI,--
MENDOZA,Maipú,COQUIMBITO,--,--,--,SI,SI,SI,--,--,--
MENDOZA,Maipú,Cruz de Piedra,--,--,--,SI,SI,SI,SI,SI,--
MENDOZA,Maipú,El Pedregal,--,--,--,--,--,--,--,SI,--
MENDOZA,Maipú,Fray Luis Beltrán,SI,SI,SI,SI,SI,SI,SI,SI,--
MENDOZA,Maipú,GENERAL GUTIERREZ,--,--,--,SI,SI,SI,--,--,--
MENDOZA,Maipú,LUZURIAGA,--,--,--,SI,SI,SI,--,--,--
MENDOZA,Maipú,Maipú,SI,SI,SI,SI,SI,SI,SI,SI,--
MENDOZA,Maipú,Rodeo del Medio,SI,--,SI,SI,SI,SI,SI,SI,--
MENDOZA,Maipú,Russell,SI,--,SI,SI,SI,SI,SI,--,--
MENDOZA,Maipú,San Roque,SI,--,SI,SI,SI,SI,SI,SI,--
MENDOZA,Maipú,Villa Teresa,--,--,--,--,--,--,--,SI,--
MENDOZA,Malargüe,Agua Escondida,--,--,--,--,SI,SI,--,--,--
SALTA,Cerrillos,Cerrillos,SI,SI,--,SI,SI,SI,SI,SI,SI
SALTA,Cerrillos,La Merced,--,--,--,SI,SI,SI,SI,SI,SI
SALTA,Cerrillos,San Agustín,--,--,--,--,--,--,SI,SI,SI
SALTA,Cerrillos,Villa Los Álamos,--,--,--,--,SI,SI,--,--,--
SALTA,Chicoana,Barrio Finca La Maroma,--,--,--,SI,--,--,--,--,--
SALTA,Chicoana,Barrio La Rotonda,--,--,--,SI,--,--,--,SI,--
SALTA,Chicoana,Barrio Santa Teresita,--,--,--,SI,--,--,--,--,--
SALTA,Chicoana,Chicoana,SI,--,--,SI,SI,SI,SI,SI,SI
SALTA,Chicoana,El Carril,SI,--,--,SI,SI,SI,SI,SI,SI
SALTA,General Güemes,Campo Santo,SI,--,--,SI,SI,SI,SI,SI,SI
SALTA,General Güemes,Cobos,--,--,--,SI,SI,--,--,SI,--
SALTA,General Güemes,El Bordo,--,--,--,SI,--,--,--,SI,--
TUCUMAN,Monteros,Sargento Moya,--,--,--,--,--,--,--,SI,--
TUCUMAN,Monteros,Soldado Maldonado,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Pinto,General Pinto,--,--,SI,--,SI,SI,SI,--,SI
BUENOS AIRES,General Pinto,Germania (Est. Mayor José Orellano),SI,--,--,--,SI,SI,--,--,--
BUENOS AIRES,General Pinto,Gunther,--,--,--,--,--,SI,--,--,--
BUENOS AIRES,General Pinto,Villa Francia (Est. Coronel Granada),--,--,--,SI,SI,--,SI,--,SI
BUENOS AIRES,General Pinto,Villa Roth (Est. Ingeniero Balbín),--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,--,--,--,--,SI,--,--,SI,--
BUENOS AIRES,General Pueyrredón,Barrio El Casal,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,--,--,--,SI,SI,SI,--,SI,--
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,--,--,--,SI,SI,SI,--,SI,--
BUENOS AIRES,General Pueyrredón,Batán,SI,--,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Pueyrredón,Camet,SI,--,--,SI,SI,SI,SI,SI,SI
LA RIOJA,General Belgrano,Loma Blanca,--,--,--,--,SI,--,--,--,SI
BUENOS AIRES,Patagones,Stroeder,--,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Patagones,Villalonga,SI,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Pehuajó,Capitán Castro,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Pehuajó,Chiclana,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Pehuajó,Francisco Madero,--,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Pehuajó,Inocencio Sosa,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Pehuajó,Juan José Paso,--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Pehuajó,Magdala,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Pehuajó,Mones Cazón,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Pehuajó,Nueva Plata,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Pehuajó,Pehuajó,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Pehuajó,San Bernardo (Est. Guanaco),--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Pehuajó,San Esteban,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Pellegrini,Bocayuva,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Pellegrini,De Bary,--,--,--,--,--,--,--,--,--
TUCUMAN,Monteros,Teniente Berdina,--,--,--,--,--,--,--,SI,--
CABA,COMUNA 12,SAAVEDRA,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Río Segundo,Villa del Rosario,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,San Alberto,Ambul,--,--,--,--,SI,SI,SI,--,--
CORDOBA,San Alberto,Arroyo Los Patos,--,SI,--,SI,SI,--,--,SI,--
CORDOBA,San Alberto,El Huayco,SI,--,--,--,--,--,SI,SI,--
CORDOBA,San Alberto,La Cortadera,--,--,--,SI,--,--,--,--,--
CORDOBA,San Alberto,Las Calles,--,--,--,SI,--,--,SI,SI,--
CORDOBA,San Alberto,Las Oscuras,--,--,--,--,--,--,--,--,--
CORDOBA,San Alberto,Las Rabonas,--,--,--,--,--,--,--,SI,--
CORDOBA,San Alberto,Los Callejones,--,--,--,--,--,--,--,--,--
CORDOBA,San Alberto,Mina Clavero,SI,SI,--,SI,SI,SI,SI,--,--
CORDOBA,San Alberto,Mussi,--,--,--,--,--,--,SI,--,--
CORDOBA,San Alberto,Nono,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,San Alberto,Panaholma,--,--,--,--,SI,--,--,--,--
CORDOBA,San Alberto,San Huberto,--,--,--,SI,--,--,--,SI,--
CORDOBA,San Alberto,San Lorenzo,--,--,--,--,SI,SI,--,SI,--
CORDOBA,San Alberto,San Martín,--,--,--,--,--,--,--,--,--
CORDOBA,San Alberto,San Pedro,--,--,--,SI,SI,--,--,SI,--
CORDOBA,San Alberto,San Vicente,--,--,--,SI,SI,--,SI,SI,--
CORDOBA,San Alberto,Sauce Arriba,--,--,--,--,--,--,--,SI,--
CORDOBA,San Alberto,Tasna,--,--,--,--,--,--,--,--,--
CORDOBA,San Alberto,Villa Cura Brochero,--,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,San Alberto,Villa Sarmiento,SI,--,--,--,SI,--,--,SI,--
CORDOBA,San Javier,Conlara,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Cruz Caña,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,Dos Arroyos,--,--,--,--,--,--,--,SI,--
CORDOBA,San Javier,El Pantanillo,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Paraná,Villa Urquiza,SI,--,--,--,SI,SI,SI,--,--
ENTRE RIOS,San Salvador,General Campos,SI,--,--,--,SI,--,SI,SI,SI
ENTRE RIOS,San Salvador,San Salvador,SI,--,--,SI,SI,SI,SI,SI,--
ENTRE RIOS,Tala,Altamirano Sur,--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Tala,Durazno,SI,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Tala,Estación Arroyo Clé,--,--,--,--,--,--,--,--,--
ENTRE RIOS,Tala,Gobernador Echagüe,--,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Tala,Gobernador Mansilla,--,--,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Tala,Gobernador Solá,--,--,--,--,SI,--,--,SI,--
ENTRE RIOS,Tala,Guardamonte,--,--,--,--,--,--,SI,--,--
ENTRE RIOS,Tala,Las Guachas,--,--,--,--,--,--,--,SI,--
ENTRE RIOS,Tala,Maciá,--,SI,--,--,SI,SI,SI,SI,--
ENTRE RIOS,Tala,Rosario del Tala,SI,--,--,SI,SI,SI,SI,--,--
ENTRE RIOS,Uruguay,1º de Mayo,--,--,--,--,--,--,SI,SI,--
ENTRE RIOS,Uruguay,Basavilbaso,SI,--,--,SI,SI,--,SI,SI,SI
MENDOZA,Malargüe,Las Leñas,--,--,--,SI,SI,SI,SI,--,--
MENDOZA,Malargüe,Malargüe,--,SI,--,SI,SI,SI,SI,SI,SI
MENDOZA,Rivadavia,Andrade,--,--,--,--,--,--,--,SI,--
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,--,--,--,--,SI,--,--,SI,--
MENDOZA,Rivadavia,Barrio Rivadavia,--,--,--,--,--,--,--,SI,--
MENDOZA,Rivadavia,Cuadro Ortega,--,--,--,--,--,SI,--,--,--
MENDOZA,Rivadavia,El Mirador,--,--,--,SI,--,--,--,SI,--
MENDOZA,Rivadavia,La Central,--,--,--,--,SI,SI,--,SI,--
MENDOZA,Rivadavia,La Esperanza,--,--,--,--,--,--,--,SI,--
MENDOZA,Rivadavia,La Florida,--,--,--,--,--,--,--,SI,--
MENDOZA,Rivadavia,La Libertad,--,--,--,--,--,--,--,SI,--
MENDOZA,Rivadavia,Los Árboles,--,--,--,--,--,--,--,SI,--
MENDOZA,Rivadavia,Los Campamentos,--,--,--,--,SI,--,SI,SI,--
MENDOZA,Rivadavia,Medrano,--,--,SI,--,SI,SI,SI,SI,--
MENDOZA,Rivadavia,Mundo Nuevo,--,--,--,--,SI,SI,--,SI,--
MENDOZA,Rivadavia,Reducción de Abajo,--,--,--,--,--,--,SI,SI,--
MENDOZA,San Martín,El Ramblón,--,--,--,--,--,--,--,SI,--
MENDOZA,San Martín,Montecaseros,--,--,--,--,SI,SI,SI,SI,--
LA RIOJA,General Belgrano,Olta,--,SI,--,SI,SI,SI,SI,SI,SI
LA RIOJA,General Juan F. Quiroga,Malanzán,--,--,--,SI,SI,--,SI,SI,--
LA RIOJA,General Juan F. Quiroga,Nácate,--,--,--,--,--,--,SI,SI,--
LA RIOJA,General Juan F. Quiroga,Portezuelo,--,--,--,SI,SI,--,SI,SI,--
LA RIOJA,General Juan F. Quiroga,San Antonio,--,--,--,--,--,--,SI,SI,--
LA RIOJA,General Lamadrid,Villa Castelli,--,--,--,SI,SI,--,SI,SI,--
LA RIOJA,General Ocampo,Ambil,--,--,--,--,--,--,--,SI,--
LA RIOJA,General Ocampo,Colonia Ortiz de Ocampo,--,--,--,--,--,--,--,--,--
LA RIOJA,General Ocampo,Milagro,--,SI,--,SI,SI,--,SI,--,--
LA RIOJA,General Ocampo,Olpas,--,--,--,--,--,--,--,--,--
LA RIOJA,General Ocampo,Santa Rita de Catuna,--,SI,--,--,--,--,SI,--,SI
LA RIOJA,General San Martín,Ulapes,--,SI,--,SI,SI,--,SI,SI,--
LA RIOJA,Independencia,Amaná,SI,--,--,--,--,--,SI,SI,--
LA RIOJA,Independencia,Patquía,SI,--,--,SI,SI,SI,SI,SI,--
LA RIOJA,Rosario Vera Peñaloza,Chepes,SI,SI,--,SI,SI,--,SI,SI,SI
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,--,--,--,--,SI,--,SI,SI,--
MENDOZA,San Martín,Nueva California,--,--,--,--,--,--,--,SI,--
MENDOZA,San Martín,PALMIRA,--,--,--,SI,SI,SI,--,SI,--
MENDOZA,San Martín,San Martín,--,SI,--,SI,SI,SI,--,SI,SI
